SK_ID_CURR,TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY
122543,0,M,0,292500,1006920,42660,900000,0.019101,-22967,365243,-4979,-4468,8,1,0,0,1,1,0,2,2,2,11,0,0,0,0,0,0
122544,0,F,1,153000,307557,16681.5,265500,0.022625,-9520,-649,-4390,-2190,,1,1,1,1,0,0,3,2,2,17,0,0,0,0,1,1
122545,0,F,0,90000,728847,26176.5,553500,0.035792,-23487,365243,-2280,-5051,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122546,0,M,0,157500,1609272,47182.5,1260000,0.020246,-15893,-3507,-2111,-5140,6,1,1,0,1,0,0,2,3,3,10,0,1,1,0,1,1
122547,0,F,1,112500,706500,36202.5,706500,0.01885,-10933,-934,-187,-925,13,1,1,0,1,0,0,3,2,2,13,0,0,0,0,0,0
122548,0,F,0,52200,339241.5,12181.5,238500,0.006207,-20676,365243,-8428,-4079,,1,0,0,1,0,1,1,2,2,10,0,0,0,0,0,0
122549,0,F,0,216000,254700,25321.5,225000,0.019101,-18363,-2254,-3371,-1902,,1,1,0,1,0,0,2,2,2,13,0,0,0,0,0,0
122550,0,M,1,81000,284400,13387.5,225000,0.019689,-10173,-665,-4857,-2690,,1,1,1,1,0,0,3,2,2,9,0,0,0,0,1,1
122551,0,F,0,216000,468000,13810.5,468000,0.018209,-19862,-5862,-5807,-3375,,1,1,1,1,1,0,2,3,3,10,0,0,0,0,1,1
122553,0,F,1,225000,427500,21375,427500,0.01452,-12738,-1244,-6508,-4639,6,1,1,0,1,0,0,3,2,2,15,0,0,0,0,0,0
122554,0,F,0,112500,436032,16564.5,360000,0.008866,-21810,365243,-6877,-4022,,1,0,0,1,0,0,1,2,2,12,0,0,0,0,0,0
122555,0,F,1,315000,810000,28827,810000,0.008474,-12364,-1358,-3722,-3722,,1,1,0,1,0,0,3,2,2,16,0,0,0,0,1,1
122556,0,F,2,247500,1103292,39757.5,855000,0.018801,-13501,-1088,-3139,-948,,1,1,0,1,0,0,4,2,2,8,0,0,0,0,1,1
122558,0,F,0,112500,675000,28728,675000,0.018209,-22832,365243,-2881,-4100,,1,0,0,1,0,0,1,3,3,10,0,0,0,0,0,0
122559,0,F,0,202500,755190,32125.5,675000,0.030755,-10941,-2861,-4820,-670,3,1,1,0,1,0,0,2,2,2,18,0,0,0,0,0,0
122560,0,F,0,90000,378598.5,16168.5,378598.5,0.010032,-19730,-1029,-10345,-3277,,1,1,0,1,1,0,2,2,2,6,0,0,0,0,0,0
122562,0,F,0,94500,542133,19602,468000,0.008866,-18271,-236,-2438,-1794,,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122563,0,F,0,112500,85500,4765.5,85500,0.01452,-20300,365243,-2013,-3791,,1,0,0,1,0,0,1,2,2,7,0,0,0,0,0,0
122564,0,F,0,72000,254700,24939,225000,0.014464,-24247,365243,-10105,-4666,,1,0,0,1,1,0,1,2,2,6,0,0,0,0,0,0
122565,0,F,0,81000,113760,6480,90000,0.018029,-20342,365243,-7517,-3788,,1,0,0,1,0,0,2,3,3,10,0,0,0,0,0,0
122566,1,M,0,135000,267102,30339,247500,0.035792,-18331,-559,-8820,-1227,20,1,1,0,1,0,0,2,2,2,12,0,0,0,1,1,0
122567,0,F,0,90000,381528,24511.5,315000,0.04622,-16338,-8996,-7807,-4136,,1,1,0,1,1,0,1,1,1,14,0,0,0,0,0,0
122569,1,M,1,202500,728460,57685.5,675000,0.031329,-10895,-3436,-940,-3557,11,1,1,1,1,1,0,3,2,2,10,0,0,0,0,1,1
122570,0,F,0,135000,187704,10903.5,148500,0.02461,-23509,365243,-3737,-4829,,1,0,0,1,1,0,1,2,2,16,0,0,0,0,0,0
122571,0,F,3,135000,599472,38439,517500,0.019689,-13782,-1007,-7926,-3656,,1,1,0,1,1,0,5,2,2,12,0,0,0,0,0,0
122572,0,F,0,112500,450000,17095.5,450000,0.007305,-20156,365243,-7270,-3576,,1,0,0,1,1,0,2,3,3,8,0,0,0,0,0,0
122574,0,F,0,315000,601470,30838.5,450000,0.007274,-22143,-3593,-3278,-5425,,1,1,0,1,0,0,1,2,2,18,0,0,0,0,0,0
122575,0,F,0,171000,723996,36963,585000,0.010006,-10825,-3166,-9713,-1187,,1,1,0,1,0,1,2,2,2,13,0,0,0,0,0,0
122576,0,F,0,126000,315000,29731.5,315000,0.030755,-23570,365243,-4565,-4566,,1,0,0,1,0,0,2,2,2,17,0,0,0,0,0,0
122577,0,F,0,90000,288873,16713,238500,0.020246,-21948,365243,-3039,-3921,,1,0,0,1,0,0,1,3,3,6,0,0,0,0,0,0
122578,0,F,0,90000,343800,12348,225000,0.02461,-20016,-815,-1172,-3401,19,1,1,0,1,0,0,2,2,2,13,0,0,0,0,0,0
122579,0,F,0,90000,490495.5,26262,454500,0.022625,-21493,-14000,-4113,-4168,,1,1,0,1,0,0,1,2,2,14,0,0,0,0,0,0
122580,0,M,0,135000,1266709.5,45630,1093500,0.025164,-20986,-1262,-8896,-4549,,1,1,0,1,1,0,2,2,2,7,0,0,0,0,0,0
122581,0,F,0,126000,450000,22018.5,450000,0.018029,-12804,-1798,-2330,-2662,,1,1,1,1,0,0,2,3,3,7,0,0,0,0,0,0
122582,0,M,0,121500,450000,24543,450000,0.018209,-10169,-1050,-2474,-2745,42,1,1,0,1,0,1,1,3,3,6,0,0,0,1,1,0
122584,0,F,0,112500,337500,16875,337500,0.025164,-16502,-391,-3326,-56,,1,1,0,1,1,0,2,2,2,11,0,0,0,0,0,0
122585,0,M,1,180000,675000,26154,675000,0.010032,-14401,-979,-6214,-4379,,1,1,1,1,1,0,3,2,2,6,0,0,0,0,1,1
122586,0,F,0,90000,1295860.5,40819.5,1161000,0.006296,-14305,-6590,-6397,-4906,,1,1,0,1,0,0,2,3,3,10,0,0,0,0,0,0
122587,0,F,2,90000,1546020,42642,1350000,0.022625,-13654,-3670,-7633,-4437,7,1,1,0,1,1,0,4,2,2,11,0,0,0,0,0,0
122588,0,F,0,211500,728460,43506,675000,0.020713,-17713,-2925,-6777,-1248,,1,1,0,1,0,0,2,3,2,6,0,0,0,0,1,1
122589,0,M,0,112500,646920,19044,540000,0.020246,-20238,-2866,-10194,-3092,10,1,1,0,1,0,0,2,3,3,6,0,0,0,0,0,0
122591,0,F,0,360000,1483231.5,51556.5,1354500,0.072508,-13887,-4222,-7953,-4717,5,1,1,1,1,1,0,2,1,1,10,0,0,0,0,0,0
122592,0,F,0,135000,405000,20250,405000,0.031329,-21954,-2518,-3940,-4260,,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
122593,0,F,0,315000,1076247,45729,990000,0.04622,-15933,-2363,-9949,-4223,,1,1,0,1,0,0,2,1,1,11,0,0,0,0,1,1
122594,0,F,2,135000,243000,27612,243000,0.026392,-12111,-2100,-342,-3447,6,1,1,0,1,0,1,4,2,2,13,0,0,0,0,1,1
122595,0,F,0,171000,1206000,31810.5,1206000,0.028663,-18448,-828,-9554,-1995,5,1,1,0,1,0,0,1,2,2,15,0,0,0,0,0,0
122596,0,M,0,405000,1260702,41796,1129500,0.008019,-22406,365243,-5274,-4256,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122597,0,F,0,202500,441000,21577.5,441000,0.030755,-20137,-223,-13825,-3464,,1,1,1,1,1,0,1,2,2,14,0,0,0,0,0,0
122598,0,F,0,99000,239850,22324.5,225000,0.011703,-25100,365243,-9704,-4425,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
122599,0,M,0,112500,327024,15372,270000,0.010006,-16191,-210,-7099,-3978,,1,1,1,1,1,0,1,2,2,14,0,0,0,0,0,0
122600,0,M,0,315000,1267735.5,40896,1107000,0.04622,-13730,-101,-2152,-1324,2,1,1,1,1,1,0,2,1,1,20,0,1,1,0,1,1
122601,0,F,0,81000,219042,12703.5,193500,0.031329,-19113,-4731,-258,-2598,6,1,1,0,1,0,0,2,2,2,9,0,0,0,1,1,0
122602,0,F,0,94500,624289.5,26451,558000,0.010147,-18912,365243,-2715,-2452,,1,0,0,1,1,0,2,2,2,11,0,0,0,0,0,0
122603,0,M,1,202500,254700,30226.5,225000,0.035792,-10123,-1770,-4165,-463,23,1,1,0,1,0,0,3,2,2,13,0,0,0,0,1,1
122604,0,F,0,144900,1057266,44923.5,945000,0.020246,-21763,365243,-12947,-5301,,1,0,0,1,0,1,1,3,3,8,0,0,0,0,0,0
122605,0,F,1,157500,314055,17167.5,238500,0.011703,-9708,-2008,-9708,-1035,,1,1,0,1,0,0,3,2,2,10,0,0,0,0,1,1
122606,0,M,0,157500,1051294.5,30870,918000,0.010147,-19511,-4,-8417,-3033,10,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
122607,0,F,0,157500,500211,28062,463500,0.010032,-15349,-7464,-3482,-4210,,1,1,0,1,1,0,1,2,2,9,0,0,0,0,0,0
122608,0,M,0,180000,542133,33295.5,468000,0.011657,-8067,-641,-7586,-668,,1,1,0,1,1,0,1,1,1,16,0,1,1,0,0,0
122610,1,M,0,180000,545040,25537.5,450000,0.025164,-12531,-1565,-3894,-4317,,1,1,0,1,0,0,1,2,2,11,0,0,0,0,1,1
122611,0,F,1,355500,521280,28408.5,450000,0.04622,-13647,-1077,-7290,-1447,3,1,1,0,1,0,0,3,1,1,12,0,0,0,0,1,1
122612,0,F,2,112500,1288350,37669.5,1125000,0.00702,-11309,-3024,-4094,-3675,4,1,1,0,1,1,0,4,2,2,18,0,0,0,1,1,0
122613,0,F,1,315000,545040,26640,450000,0.018801,-11943,-1372,-3592,-4242,,1,1,0,1,0,0,3,2,2,7,0,0,0,1,1,0
122614,0,F,0,112500,1125000,44748,1125000,0.01452,-21964,365243,-4649,-5230,,1,0,0,1,0,0,2,2,2,12,0,0,0,0,0,0
122615,0,M,0,202500,94527,10309.5,85500,0.04622,-22697,365243,-14760,-4295,,1,0,0,1,0,0,2,1,1,13,0,0,0,0,0,0
122616,0,F,0,180000,237024,12231,180000,0.022625,-19381,-1638,-941,-2943,7,1,1,0,1,0,0,2,2,2,10,0,0,0,0,1,1
122618,0,F,0,135000,781920,25969.5,675000,0.030755,-16154,-3750,-4267,-4388,,1,1,0,1,0,0,2,2,2,9,0,0,0,0,0,0
122619,0,F,1,90000,454500,19237.5,454500,0.035792,-17147,-566,-1239,-677,,1,1,0,1,0,0,3,2,2,16,0,0,0,0,0,0
122620,0,F,1,45000,135000,6750,135000,0.030755,-13943,-2351,-1571,-4320,,1,1,1,1,0,0,3,2,2,12,0,0,0,0,1,1
122622,0,M,1,157500,900000,26446.5,900000,0.035792,-11467,-1795,-1557,-3798,6,1,1,1,1,0,0,3,2,2,13,0,0,0,0,0,0
122623,0,M,0,180000,284400,13257,225000,0.00733,-12220,-1985,-6139,-671,,1,1,0,1,1,0,2,2,2,14,1,1,0,1,1,0
122624,0,F,0,121500,454500,20151,454500,0.015221,-19930,-161,-1208,-3471,,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
122625,0,M,0,382500,1520253,41805,1327500,0.010643,-17225,-9142,-7288,-652,,1,1,1,1,1,0,2,2,2,14,0,0,0,0,0,0
122626,0,M,0,360000,1467612,62311.5,1350000,0.010147,-15421,-1358,-6756,-4007,1,1,1,0,1,0,0,2,2,2,12,0,1,1,0,0,0
122627,0,F,1,90000,66222,7258.5,58500,0.00702,-11633,-3858,-1593,-1691,,1,1,0,1,0,0,3,2,2,12,0,0,0,0,1,1
122628,1,M,3,180000,1535553,42223.5,1372500,0.010032,-15026,-3190,-1356,-2803,,1,1,0,1,1,0,5,2,2,15,0,0,0,0,0,0
122629,0,F,1,180000,679500,24201,679500,0.026392,-10503,-1551,-3140,-1087,2,1,1,0,1,1,0,3,2,2,12,0,0,0,0,0,0
122630,0,F,0,112500,239850,23494.5,225000,0.01885,-24993,365243,-746,-4865,,1,0,0,1,0,0,1,2,2,9,0,0,0,0,0,0
122631,0,F,1,157500,640080,31131,450000,0.019101,-16997,-3416,-3244,-346,,1,1,0,1,0,0,3,2,2,16,0,0,0,0,0,0
122632,0,F,0,121500,528633,22527,472500,0.030755,-21860,365243,-4788,-3176,,1,0,0,1,0,0,1,2,2,12,0,0,0,0,0,0
122633,0,F,0,112500,745429.5,38191.5,643500,0.00496,-22117,365243,-13919,-4792,,1,0,0,1,0,0,2,2,2,12,0,0,0,0,0,0
122634,0,M,0,135000,298512,29209.5,270000,0.025164,-17295,-9614,-6666,-819,,1,1,0,1,0,0,1,2,2,14,0,0,0,0,0,0
122636,0,F,0,126000,755190,36459,675000,0.002042,-10302,-734,-4110,-2576,19,1,1,0,1,0,0,2,3,3,17,0,0,0,0,0,0
122637,0,F,0,83250,657000,19210.5,657000,0.01885,-23532,365243,-8071,-3595,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122640,0,F,1,234000,720000,68494.5,720000,0.003541,-14120,-4643,-537,-4138,,1,1,1,1,0,0,2,1,1,11,0,0,0,0,0,0
122641,0,F,0,180000,225000,21037.5,225000,0.04622,-23544,365243,-10136,-3969,,1,0,0,1,0,0,1,1,1,18,0,0,0,0,0,0
122642,0,F,1,67500,450000,19953,450000,0.028663,-17095,-9954,-9328,-627,,1,1,0,1,0,0,3,2,2,13,0,0,0,0,0,0
122643,0,F,0,76500,118602,6183,99000,0.018634,-23760,365243,-7079,-4749,,1,0,0,1,1,0,2,2,2,10,0,0,0,0,0,0
122645,0,F,0,202500,593010,23107.5,495000,0.016612,-17443,-818,-5464,-343,,1,1,0,1,0,0,2,2,2,13,0,0,0,0,0,0
122646,0,F,0,67500,508495.5,24592.5,454500,0.003069,-16820,-1967,-8618,-369,,1,1,0,1,0,0,2,3,3,14,0,0,0,0,0,0
122647,0,F,1,67500,753840,24448.5,540000,0.022625,-8412,-1542,-3249,-876,,1,1,1,1,0,0,3,2,2,8,0,0,0,1,1,1
122648,0,F,0,180000,193572,20668.5,171000,0.04622,-19337,-2516,-897,-2863,,1,1,0,1,0,0,2,1,1,15,0,0,0,0,1,1
122649,0,F,0,315000,715765.5,68089.5,688500,0.035792,-17792,-8956,-6151,-1341,,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
122650,0,F,0,58500,157500,11092.5,157500,0.031329,-22821,365243,-4195,-4702,,1,0,0,1,1,0,2,2,2,10,0,0,0,0,0,0
122651,1,F,0,180000,284400,13833,225000,0.008625,-15399,-2419,-2652,-4749,,1,1,1,1,0,0,2,2,2,14,0,0,0,0,0,0
122652,0,F,0,126000,781920,47965.5,675000,0.035792,-21449,365243,-5230,-4839,,1,0,0,1,1,0,2,2,2,15,0,0,0,0,0,0
122653,0,F,2,121500,526491,18909,454500,0.015221,-12124,-201,-2901,-3194,,1,1,1,1,1,0,4,2,2,14,0,0,0,0,0,0
122654,0,F,0,130500,508495.5,20025,454500,0.015221,-21121,365243,-4187,-4198,24,1,0,0,1,1,1,2,2,2,10,0,0,0,0,0,0
122655,0,F,0,112500,568800,20560.5,450000,0.019689,-17921,-1462,-3293,-1459,11,1,1,0,1,0,1,2,2,2,15,1,0,1,1,0,1
122656,1,F,0,382500,781920,47965.5,675000,0.020713,-16505,-2633,-2641,-44,,1,1,0,1,0,0,2,3,1,10,0,0,0,0,0,0
122657,0,F,0,67500,96786,9702,85500,0.010556,-18535,-528,-8660,-2081,,1,1,0,1,0,0,1,3,3,10,0,0,0,0,0,0
122658,0,F,0,135000,755190,30078,675000,0.02461,-23230,365243,-509,-4691,,1,0,0,1,0,0,1,2,2,10,0,0,0,0,0,0
122659,0,M,0,112500,679500,27076.5,679500,0.015221,-20280,-1951,-3854,-3519,14,1,1,0,1,0,0,2,2,2,8,0,0,0,0,0,0
122660,0,F,1,112500,202500,10125,202500,0.003122,-10897,-2911,-2129,-285,,1,1,0,1,0,0,3,3,3,17,0,0,0,0,0,0
122661,0,F,0,135000,396000,14674.5,396000,0.022625,-8419,-1009,-6806,-1081,14,1,1,1,1,1,0,2,2,2,15,0,0,0,0,0,0
122662,0,M,0,76500,454500,13419,454500,0.015221,-20022,-1038,-2582,-3542,13,1,1,0,1,0,0,2,2,2,11,0,0,0,1,1,1
122663,0,M,0,90000,297000,17946,297000,0.00712,-23000,365243,-3060,-4348,,1,0,0,1,1,0,2,2,2,9,0,0,0,0,0,0
122664,0,M,0,180000,239850,28462.5,225000,0.04622,-11227,-326,-6003,-3854,,1,1,1,1,1,1,1,1,1,11,0,0,0,0,1,1
122665,0,F,0,180000,1223010,51948,1125000,0.04622,-21717,-14910,-7012,-5086,,1,1,0,1,0,0,2,1,1,11,0,0,0,0,0,0
122666,0,M,0,90000,900000,26316,900000,0.01452,-16108,-7291,-2151,-4331,17,1,1,1,1,0,0,2,2,2,9,0,0,0,0,0,0
122667,0,F,0,157500,247275,17338.5,225000,0.031329,-24265,365243,-1246,-5188,5,1,0,0,1,0,0,2,2,2,8,0,0,0,0,0,0
122668,0,F,0,270000,810000,54351,810000,0.04622,-20189,-2587,-3793,-3347,4,1,1,1,1,1,0,2,1,1,15,0,0,0,0,1,1
122669,0,F,1,427500,1546020,45333,1350000,0.014464,-13785,-986,-2895,-3760,7,1,1,1,1,0,0,3,2,2,4,0,0,0,0,0,0
122670,0,M,0,270000,785398.5,30042,702000,0.032561,-14201,-3441,-6974,-4793,2,1,1,0,1,0,0,2,1,1,16,0,0,0,0,0,0
122671,0,F,0,135000,971280,51745.5,900000,0.006233,-19845,365243,-6475,-3387,,1,0,0,1,1,0,2,2,2,13,0,0,0,0,0,0
122672,0,F,0,135000,315000,22531.5,315000,0.018209,-20473,365243,-8520,-3908,8,1,0,0,1,0,0,2,3,3,14,0,0,0,0,0,0
122673,0,M,0,135000,254700,23697,225000,0.009175,-19947,-716,-540,-681,6,1,1,0,1,0,0,2,2,2,18,0,0,0,0,1,1
122674,0,F,0,247500,1800000,68562,1800000,0.032561,-10218,-1219,-10188,-1075,1,1,1,1,1,1,0,2,1,1,19,0,0,0,0,0,0
122676,0,M,0,162000,937638,48006,823500,0.01885,-14166,-5576,-6284,-4563,,1,1,0,1,0,0,2,2,2,14,0,0,0,0,0,0
122677,0,F,1,112500,166810.5,19926,144000,0.005084,-19869,-2249,-2244,-2685,,1,1,0,1,1,0,2,2,2,14,0,0,0,0,0,0
122678,1,F,0,90000,1125000,33025.5,1125000,0.01885,-10442,-284,-561,-392,,1,1,1,1,0,1,2,2,2,10,0,0,0,0,0,0
122679,0,F,0,157500,450346.5,19966.5,342000,0.04622,-15346,-1662,-8871,-4689,,1,1,0,1,0,0,2,1,1,9,0,1,1,0,0,0
122680,0,F,0,157500,254700,16713,225000,0.01452,-11480,-702,-9157,-3644,,1,1,1,1,1,0,1,2,2,13,0,0,0,0,0,0
122681,0,F,0,157500,94675.5,6862.5,76500,0.00702,-16920,-1921,-3414,-476,,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122682,0,F,0,157500,1042560,40702.5,900000,0.008575,-17227,-714,-3112,-769,1,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0
122683,0,M,0,225000,337500,16875,337500,0.032561,-19519,-1415,-4927,-2921,11,1,1,0,1,0,0,1,1,1,15,0,0,0,0,0,0
122684,0,F,1,135000,545040,26640,450000,0.009175,-9539,-1290,-3456,-1450,,1,1,0,1,0,0,3,2,2,16,0,0,0,0,0,0
122685,0,F,0,81000,225000,11250,225000,0.015221,-9529,-713,-655,-2042,,1,1,0,0,0,0,2,2,2,9,0,0,0,0,1,1
122686,0,M,0,202500,450000,27193.5,450000,0.035792,-20816,-582,-5657,-4064,3,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
122687,0,F,0,121500,436500,21231,436500,0.022625,-11035,-440,-5127,-1922,,1,1,1,1,0,0,2,2,2,10,0,0,0,0,0,0
122688,0,M,0,180000,536917.5,30109.5,463500,0.031329,-15844,-6224,-5856,-4806,7,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122689,0,M,0,157500,540000,27000,540000,0.035792,-14472,-213,-185,-2880,4,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0
122690,0,F,1,202500,640080,29970,450000,0.072508,-13344,-309,-6872,-3935,,1,1,0,1,1,0,3,1,1,17,0,0,0,0,0,0
122691,0,M,2,126000,592560,32274,450000,0.006296,-17632,-1175,-9547,-1164,14,1,1,0,1,0,0,4,3,3,9,0,0,0,0,1,1
122692,0,F,2,90000,622188,22477.5,472500,0.018029,-12321,-1064,-3370,-1123,14,1,1,0,1,0,0,4,3,3,11,0,0,0,0,1,1
122693,0,M,0,202500,585000,28273.5,585000,0.01452,-10955,-2239,-4962,-3621,16,1,1,0,1,0,0,1,2,2,14,0,0,0,0,0,0
122694,0,F,0,180000,808650,29839.5,675000,0.035792,-17548,-130,-425,-1098,,1,1,0,1,1,0,2,2,2,14,0,0,0,0,0,0
122695,0,F,0,76500,314100,17037,225000,0.028663,-9384,-130,-3986,-2020,64,1,1,0,1,0,0,1,2,2,16,0,0,0,0,0,0
122696,0,M,0,202500,180000,9000,180000,0.018029,-9409,-1427,-4446,-2093,,1,1,0,1,0,0,2,3,3,12,0,0,0,0,0,0
122697,0,F,0,121500,675000,19476,675000,0.028663,-23475,365243,-9695,-4467,,1,0,0,1,1,0,2,2,2,17,0,0,0,0,0,0
122698,1,F,3,144000,547344,32724,472500,0.035792,-11160,-1313,-4779,-1015,,1,1,0,1,0,0,5,2,2,13,0,0,0,0,0,0
122700,0,F,0,103500,167076,13059,135000,0.0105,-10394,-1970,-514,-1338,,1,1,1,1,1,0,1,3,3,10,0,0,0,0,0,0
122701,0,F,0,382500,517923,40918.5,423000,0.025164,-17352,-1599,-1310,-898,,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122702,0,F,2,202500,1282500,68458.5,1282500,0.025164,-11385,-2219,-2836,-2907,,1,1,0,1,0,0,4,2,2,17,0,0,0,0,0,0
122704,0,F,0,108000,867951,25506,724500,0.006008,-15143,-8117,-7697,-904,4,1,1,0,1,1,0,2,2,2,16,0,0,0,0,0,0
122705,0,F,1,121500,148365,12024,135000,0.020713,-9599,-876,-743,-2273,,1,1,1,1,0,0,3,3,3,9,0,0,0,0,1,1
122707,0,F,0,90000,247500,12375,247500,0.007305,-17553,-4934,-2434,-1092,,1,1,1,1,0,0,1,3,3,9,0,0,0,0,0,0
122708,0,M,0,135000,1350000,46926,1350000,0.010556,-15879,-1760,-6153,-4202,,1,1,1,1,0,0,1,3,3,9,0,0,0,0,0,0
122709,0,M,2,202500,447768,29920.5,405000,0.0228,-9583,-733,-3089,-2267,,1,1,0,1,0,0,4,2,2,15,0,0,0,0,0,0
122710,0,F,0,180000,239850,23494.5,225000,0.009334,-25106,365243,-14874,-3884,,1,0,0,1,0,0,1,2,2,14,0,0,0,0,0,0
122711,0,F,0,162000,587623.5,32031,544500,0.022625,-12968,-4796,-4826,-4839,9,1,1,0,1,0,1,1,2,2,10,0,0,0,0,1,1
122713,0,F,0,225000,679500,27076.5,679500,0.019689,-12872,-5623,-3407,-4127,,1,1,1,1,1,0,2,2,2,15,0,0,0,0,0,0
122714,0,F,0,90000,364896,26680.5,315000,0.031329,-23104,365243,-7344,-4259,,1,0,0,1,1,0,1,2,2,10,0,0,0,0,0,0
122715,0,F,0,112500,454500,18153,454500,0.026392,-21410,-9067,-7510,-4764,,1,1,0,1,0,0,2,2,2,9,0,0,0,0,0,0
122716,0,F,1,90000,243000,13311,243000,0.010276,-17313,-431,-6104,-854,,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0
122717,0,F,0,83250,152820,15241.5,135000,0.030755,-22078,-813,-12966,-3571,,1,1,0,1,0,0,1,2,2,11,0,0,0,0,0,0
122718,0,F,0,126000,382500,19125,382500,0.006671,-12244,-2964,-6265,-2590,,1,1,0,1,0,0,1,2,2,15,0,0,0,1,1,0
122719,0,F,0,135000,284400,19003.5,225000,0.020713,-11084,-1437,-5032,-1187,,1,1,0,1,0,0,2,3,3,11,0,0,0,0,1,1
122720,0,M,1,135000,781920,42547.5,675000,0.00963,-12782,-1078,-593,-4688,7,1,1,0,1,0,0,3,2,2,13,0,0,0,0,1,1
122721,0,M,0,171000,564124.5,34641,481500,0.020713,-8415,-880,-41,-1028,65,1,1,0,1,0,0,1,3,2,10,0,0,0,0,0,0
122722,0,F,0,67500,454500,13419,454500,0.010966,-20213,365243,-3490,-3520,,1,0,0,1,1,0,2,2,2,9,0,0,0,0,0,0
122723,0,F,0,135000,239850,23494.5,225000,0.030755,-24697,365243,-328,-3994,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
122724,0,M,1,112500,675000,26284.5,675000,0.018029,-18356,-9045,-1669,-1895,,1,1,0,1,1,0,3,3,3,17,0,0,0,0,0,0
122725,0,F,0,157500,640080,31261.5,450000,0.072508,-9344,-983,-3977,-139,,1,1,1,1,1,1,2,1,1,15,0,0,0,0,0,0
122726,0,F,0,90000,754740,24475.5,630000,0.035792,-16517,-2323,-3401,-66,,1,1,0,1,0,0,1,2,2,10,0,0,0,0,0,0
122727,0,M,2,225000,755190,56592,675000,0.004849,-13609,-232,-3897,-4556,7,1,1,0,1,0,0,4,2,2,12,0,0,0,0,0,0
122728,0,F,0,157500,1288350,37800,1125000,0.014464,-22483,-5241,-4305,-4774,,1,1,1,1,1,0,2,2,2,9,0,0,0,0,0,0
122729,0,M,1,180000,1546020,45333,1350000,0.0228,-13633,-6159,-4226,-4765,,1,1,0,1,0,0,3,2,2,14,1,0,1,1,1,1
122732,0,F,0,108000,157500,11092.5,157500,0.028663,-18493,-8584,-6944,-1984,8,1,1,0,1,0,0,2,2,2,9,0,0,0,0,0,0
122733,0,M,1,675000,495000,24750,495000,0.00963,-11441,-1806,-3252,-3419,12,1,1,0,1,0,0,3,2,2,11,0,0,0,0,0,0
122734,0,M,0,202500,328500,23904,328500,0.035792,-13331,-1208,-1429,-3134,,1,1,1,1,0,0,2,2,2,10,0,0,0,0,1,1
122735,0,F,0,346500,609183,19782,508500,0.04622,-19487,-188,-12291,-3016,,1,1,0,1,0,1,2,1,1,12,0,0,0,0,0,0
122737,0,M,0,270000,484861.5,35410.5,396000,0.002134,-10597,-1188,-812,-3144,14,1,1,0,1,0,0,2,3,3,10,0,0,0,0,0,0
122738,0,F,0,247500,1354500,50328,1354500,0.006296,-17998,-3147,-3711,-1535,,1,1,0,1,0,0,2,3,3,14,0,0,0,0,0,0
122739,0,F,1,112500,270000,13500,270000,0.04622,-15295,-960,-1963,-5016,2,1,1,0,1,0,0,3,1,1,11,0,0,0,0,1,1
122740,0,M,0,117000,382500,23242.5,382500,0.026392,-12046,-3104,-6177,-4276,,1,1,0,1,0,0,1,2,2,18,0,0,0,0,0,0
122742,0,F,0,130500,157500,8172,157500,0.0105,-14986,-2219,-5794,-4586,,1,1,0,1,0,0,2,3,3,15,0,0,0,0,0,0
122743,1,M,0,180000,143910,17077.5,135000,0.010006,-9174,-988,-5358,-979,,1,1,1,1,0,0,2,2,2,13,0,0,0,0,0,0
